date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits
2020-04-01,Montefiore Medical Center,Bronx,19250,180,297
2020-04-01,Brooklyn Methodist Hospital,Brooklyn,11342,232,360
2020-04-01,Kings County Hospital,Brooklyn,11769,232,361
2020-04-01,Maimonides Medical Center,Brooklyn,12027,259,360
2020-04-01,Mount Sinai Hospital,Manhattan,12857,162,301
2020-04-01,NYU Langone Health,Manhattan,11468,77,223
2020-04-01,NewYork-Presbyterian,Manhattan,15291,100,228
2020-04-01,Jamaica Hospital,Queens,17288,237,317
2020-04-01,Queens Hospital Center,Queens,15926,158,258
2020-04-01,Elmhurst Hospital,Queens,11494,227,366
2020-04-01,Richmond University Medical Center,Staten Island,13965,76,180
2020-04-01,Staten Island University Hospital,Staten Island,14606,69,215
2020-04-02,Bronx-Lebanon Hospital,Bronx,13289,260,392
2020-04-02,St. Barnabas Hospital,Bronx,11373,282,369
2020-04-02,Montefiore Medical Center,Bronx,13381,268,417
2020-04-02,Brooklyn Methodist Hospital,Brooklyn,17054,316,438
2020-04-02,Kings County Hospital,Brooklyn,12788,334,460
2020-04-02,Maimonides Medical Center,Brooklyn,19013,217,280
2020-04-02,Mount Sinai Hospital,Manhattan,11771,187,327
2020-04-02,NYU Langone Health,Manhattan,14762,123,188
2020-04-02,NewYork-Presbyterian,Manhattan,11793,68,148
2020-04-02,Jamaica Hospital,Queens,12595,162,215
2020-04-02,Queens Hospital Center,Queens,11852,192,339
2020-04-02,Elmhurst Hospital,Queens,17173,374,523
2020-04-02,Richmond University Medical Center,Staten Island,19325,76,136
2020-04-02,Staten Island University Hospital,Staten Island,19286,51,169
2020-04-03,Bronx-Lebanon Hospital,Bronx,13384,231,306
2020-04-03,St. Barnabas Hospital,Bronx,13298,247,327
2020-04-03,Montefiore Medical Center,Bronx,19567,148,214
2020-04-03,Brooklyn Methodist Hospital,Brooklyn,16387,213,329
2020-04-03,Kings County Hospital,Brooklyn,13681,131,243
2020-04-03,Maimonides Medical Center,Brooklyn,16266,303,410
2020-04-03,Mount Sinai Hospital,Manhattan,14575,65,169
2020-04-03,NYU Langone Health,Manhattan,14535,91,173
2020-04-03,NewYork-Presbyterian,Manhattan,19848,87,166
2020-04-03,Jamaica Hospital,Queens,15821,255,389
2020-04-03,Queens Hospital Center,Queens,11914,431,538
2020-04-03,Elmhurst Hospital,Queens,16369,323,399
2020-04-03,Richmond University Medical Center,Staten Island,16717,103,168
2020-04-03,Staten Island University Hospital,Staten Island,19439,79,146
2020-04-04,Bronx-Lebanon Hospital,Bronx,12135,169,249
2020-04-04,St. Barnabas Hospital,Bronx,15065,175,280
2020-04-04,Montefiore Medical Center,Bronx,14898,151,209
2020-04-04,Brooklyn Methodist Hospital,Brooklyn,19486,123,224
2020-04-04,Kings County Hospital,Brooklyn,16247,218,307
2020-04-04,Maimonides Medical Center,Brooklyn,15443,151,287
2020-04-04,Mount Sinai Hospital,Manhattan,19313,114,231
2020-04-04,NYU Langone Health,Manhattan,13107,96,173
2020-04-04,NewYork-Presbyterian,Manhattan,12161,122,202
2020-04-04,Jamaica Hospital,Queens,11401,175,306
2020-04-04,Queens Hospital Center,Queens,14693,231,298
2020-04-04,Elmhurst Hospital,Queens,14447,231,373
2020-04-04,Richmond University Medical Center,Staten Island,14542,103,231
2020-04-04,Staten Island University Hospital,Staten Island,16634,46,108
2020-04-05,Bronx-Lebanon Hospital,Bronx,19268,199,324
2020-04-05,St. Barnabas Hospital,Bronx,12765,178,317
2020-04-05,Montefiore Medical Center,Bronx,17604,153,248
2020-04-05,Brooklyn Methodist Hospital,Brooklyn,14704,161,285
2020-04-05,Kings County Hospital,Brooklyn,17061,208,265
2020-04-05,Maimonides Medical Center,Brooklyn,14619,114,193
2020-04-05,Mount Sinai Hospital,Manhattan,18914,86,146
2020-04-05,NYU Langone Health,Manhattan,11700,119,202
2020-04-05,NewYork-Presbyterian,Manhattan,13847,61,111
2020-04-05,Jamaica Hospital,Queens,18108,173,318
2020-04-05,Queens Hospital Center,Queens,14527,240,345
2020-04-05,Elmhurst Hospital,Queens,11275,193,296
2020-04-05,Richmond University Medical Center,Staten Island,17985,60,174
2020-04-05,Staten Island University Hospital,Staten Island,12238,86,190
2020-04-06,Bronx-Lebanon Hospital,Bronx,14316,179,321
2020-04-06,St. Barnabas Hospital,Bronx,12802,351,485
2020-04-06,Montefiore Medical Center,Bronx,11211,265,411
2020-04-06,Brooklyn Methodist Hospital,Brooklyn,15905,307,377
2020-04-06,Kings County Hospital,Brooklyn,18706,232,307
2020-04-06,Maimonides Medical Center,Brooklyn,19840,174,310
2020-04-06,Mount Sinai Hospital,Manhattan,13509,174,314
2020-04-06,NYU Langone Health,Manhattan,16161,156,226
2020-04-06,NewYork-Presbyterian,Manhattan,18769,128,264
2020-04-06,Jamaica Hospital,Queens,17077,467,521
2020-04-06,Queens Hospital Center,Queens,11969,340,478
2020-04-06,Elmhurst Hospital,Queens,12311,170,309
2020-04-06,Richmond University Medical Center,Staten Island,12575,79,132
2020-04-06,Staten Island University Hospital,Staten Island,14761,176,293
2020-04-07,Bronx-Lebanon Hospital,Bronx,15545,249,310
2020-04-07,St. Barnabas Hospital,Bronx,13603,124,183
2020-04-07,Montefiore Medical Center,Bronx,16698,307,429
2020-04-07,Brooklyn Methodist Hospital,Brooklyn,11283,303,361
2020-04-07,Kings County Hospital,Brooklyn,16278,135,262
2020-04-07,Maimonides Medical Center,Brooklyn,16106,311,433
2020-04-07,Mount Sinai Hospital,Manhattan,11585,72,198
2020-04-07,NYU Langone Health,Manhattan,14661,92,175
2020-04-07,NewYork-Presbyterian,Manhattan,12813,124,201
2020-04-07,Jamaica Hospital,Queens,17353,333,463
2020-04-07,Queens Hospital Center,Queens,16622,386,510
2020-04-07,Elmhurst Hospital,Queens,18048,419,481
2020-04-07,Richmond University Medical Center,Staten Island,15685,74,204
2020-04-07,Staten Island University Hospital,Staten Island,14864,99,235
2020-04-08,Bronx-Lebanon Hospital,Bronx,18805,150,282
2020-04-08,St. Barnabas Hospital,Bronx,18018,142,287
2020-04-08,Montefiore Medical Center,Bronx,11943,203,329
2020-04-08,Brooklyn Methodist Hospital,Brooklyn,11899,188,269
2020-04-08,Kings County Hospital,Brooklyn,13876,142,250
2020-04-08,Maimonides Medical Center,Brooklyn,15548,331,391
2020-04-08,Mount Sinai Hospital,Manhattan,19274,55,133
2020-04-08,NYU Langone Health,Manhattan,18062,126,217
2020-04-08,NewYork-Presbyterian,Manhattan,18520,59,180
2020-04-08,Jamaica Hospital,Queens,14678,359,476
2020-04-08,Queens Hospital Center,Queens,17941,359,461
2020-04-08,Elmhurst Hospital,Queens,18212,421,479
2020-04-08,Richmond University Medical Center,Staten Island,19040,80,134
2020-04-08,Staten Island University Hospital,Staten Island,15995,83,150
2020-04-09,Bronx-Lebanon Hospital,Bronx,16377,163,293
2020-04-09,St. Barnabas Hospital,Bronx,16146,230,308
2020-04-09,Montefiore Medical Center,Bronx,11875,311,432
2020-04-09,Brooklyn Methodist Hospital,Brooklyn,17994,203,299
2020-04-09,Kings County Hospital,Brooklyn,17764,329,472
2020-04-09,Maimonides Medical Center,Brooklyn,16576,282,426
2020-04-09,Mount Sinai Hospital,Manhattan,19683,64,164
2020-04-09,NYU Langone Health,Manhattan,14432,144,203
2020-04-09,NewYork-Presbyterian,Manhattan,18464,136,209
2020-04-09,Jamaica Hospital,Queens,17340,352,404
2020-04-09,Queens Hospital Center,Queens,11927,193,309
2020-04-09,Elmhurst Hospital,Queens,18732,158,254
2020-04-09,Richmond University Medical Center,Staten Island,19004,74,163
2020-04-09,Staten Island University Hospital,Staten Island,15283,54,182
2020-04-10,Bronx-Lebanon Hospital,Bronx,16733,128,242
2020-04-10,St. Barnabas Hospital,Bronx,11695,292,351
2020-04-10,Montefiore Medical Center,Bronx,19285,192,327
2020-04-10,Brooklyn Methodist Hospital,Brooklyn,15740,262,387
2020-04-10,Kings County Hospital,Brooklyn,18260,201,280
2020-04-10,Maimonides Medical Center,Brooklyn,16173,114,218
2020-04-10,Mount Sinai Hospital,Manhattan,16236,152,299
2020-04-10,NYU Langone Health,Manhattan,13247,76,222
2020-04-10,NewYork-Presbyterian,Manhattan,14484,125,231
2020-04-10,Jamaica Hospital,Queens,12070,115,223
2020-04-10,Queens Hospital Center,Queens,17433,192,331
2020-04-10,Elmhurst Hospital,Queens,11805,300,443
2020-04-10,Richmond University Medical Center,Staten Island,18484,85,159
2020-04-10,Staten Island University Hospital,Staten Island,11184,87,205
2020-04-11,Bronx-Lebanon Hospital,Bronx,19579,197,308
2020-04-11,St. Barnabas Hospital,Bronx,11401,179,257
2020-04-11,Montefiore Medical Center,Bronx,13415,179,287
2020-04-11,Brooklyn Methodist Hospital,Brooklyn,16116,259,344
2020-04-11,Kings County Hospital,Brooklyn,14773,219,335
2020-04-11,Maimonides Medical Center,Brooklyn,11430,179,240
2020-04-11,Mount Sinai Hospital,Manhattan,15597,88,145
2020-04-11,NYU Langone Health,Manhattan,18951,37,142
2020-04-11,NewYork-Presbyterian,Manhattan,16395,95,180
2020-04-11,Jamaica Hospital,Queens,12813,189,290
2020-04-11,Queens Hospital Center,Queens,16426,189,334
2020-04-11,Elmhurst Hospital,Queens,18595,249,373
2020-04-11,Richmond University Medical Center,Staten Island,16851,45,116
2020-04-11,Staten Island University Hospital,Staten Island,15680,79,214
2020-04-12,Bronx-Lebanon Hospital,Bronx,12868,173,232
2020-04-12,St. Barnabas Hospital,Bronx,11978,168,285
2020-04-12,Montefiore Medical Center,Bronx,13125,101,231
2020-04-12,Brooklyn Methodist Hospital,Brooklyn,13603,76,193
2020-04-12,Kings County Hospital,Brooklyn,13730,180,290
2020-04-12,Maimonides Medical Center,Brooklyn,16660,180,235
2020-04-12,Mount Sinai Hospital,Manhattan,11226,81,164
2020-04-12,NYU Langone Health,Manhattan,15034,63,191
2020-04-12,NewYork-Presbyterian,Manhattan,11893,47,115
2020-04-12,Jamaica Hospital,Queens,15296,212,317
2020-04-12,Queens Hospital Center,Queens,17912,234,376
2020-04-12,Elmhurst Hospital,Queens,14626,89,167
2020-04-12,Richmond University Medical Center,Staten Island,17690,43,156
2020-04-12,Staten Island University Hospital,Staten Island,19247,36,171
2020-04-13,Bronx-Lebanon Hospital,Bronx,13304,133,213
2020-04-13,St. Barnabas Hospital,Bronx,16861,169,245
2020-04-13,Montefiore Medical Center,Bronx,15453,142,220
2020-04-13,Brooklyn Methodist Hospital,Brooklyn,15031,278,336
2020-04-13,Kings County Hospital,Brooklyn,14842,183,329
2020-04-13,Maimonides Medical Center,Brooklyn,14371,177,239
2020-04-13,Mount Sinai Hospital,Manhattan,13594,124,256
2020-04-13,NYU Langone Health,Manhattan,19802,88,211
2020-04-13,NewYork-Presbyterian,Manhattan,17167,62,128
2020-04-13,Jamaica Hospital,Queens,13501,240,298
2020-04-13,Queens Hospital Center,Queens,11619,240,311
2020-04-13,Elmhurst Hospital,Queens,14357,193,312
2020-04-13,Richmond University Medical Center,Staten Island,19042,50,136
2020-04-13,Staten Island University Hospital,Staten Island,17198,48,157
2020-04-14,Bronx-Lebanon Hospital,Bronx,19395,191,275
2020-04-14,St. Barnabas Hospital,Bronx,19796,165,300
2020-04-14,Montefiore Medical Center,Bronx,13193,255,305
2020-04-14,Brooklyn Methodist Hospital,Brooklyn,14926,148,286
2020-04-14,Kings County Hospital,Brooklyn,16089,204,307
2020-04-14,Maimonides Medical Center,Brooklyn,15471,210,353
2020-04-14,Mount Sinai Hospital,Manhattan,13054,73,204
2020-04-14,NYU Langone Health,Manhattan,15874,60,113
2020-04-14,NewYork-Presbyterian,Manhattan,16019,57,129
2020-04-14,Jamaica Hospital,Queens,12355,172,268
2020-04-14,Queens Hospital Center,Queens,19756,240,344
2020-04-14,Elmhurst Hospital,Queens,14280,262,346
2020-04-14,Richmond University Medical Center,Staten Island,18678,90,230
2020-04-14,Staten Island University Hospital,Staten Island,17629,49,105
2020-04-15,Bronx-Lebanon Hospital,Bronx,14812,228,344
2020-04-15,St. Barnabas Hospital,Bronx,11852,221,326
2020-04-15,Montefiore Medical Center,Bronx,14546,171,304
2020-04-15,Brooklyn Methodist Hospital,Brooklyn,14550,200,264
2020-04-15,Kings County Hospital,Brooklyn,11856,97,205
2020-04-15,Maimonides Medical Center,Brooklyn,12795,178,318
2020-04-15,Mount Sinai Hospital,Manhattan,16143,119,223
2020-04-15,NYU Langone Health,Manhattan,14013,69,195
2020-04-15,NewYork-Presbyterian,Manhattan,12587,103,217
2020-04-15,Jamaica Hospital,Queens,15528,200,337
2020-04-15,Queens Hospital Center,Queens,11571,241,348
2020-04-15,Elmhurst Hospital,Queens,12463,165,230
2020-04-15,Richmond University Medical Center,Staten Island,14663,67,136
2020-04-15,Staten Island University Hospital,Staten Island,11271,113,178
2020-04-16,Bronx-Lebanon Hospital,Bronx,13318,114,186
2020-04-16,St. Barnabas Hospital,Bronx,14384,102,188
2020-04-16,Montefiore Medical Center,Bronx,19566,188,290
2020-04-16,Brooklyn Methodist Hospital,Brooklyn,19182,217,284
2020-04-16,Kings County Hospital,Brooklyn,17126,200,281
2020-04-16,Maimonides Medical Center,Brooklyn,19834,108,244
2020-04-16,Mount Sinai Hospital,Manhattan,13084,113,183
2020-04-16,NYU Langone Health,Manhattan,18560,122,254
2020-04-16,NewYork-Presbyterian,Manhattan,15599,99,233
2020-04-16,Jamaica Hospital,Queens,19794,267,398
2020-04-16,Queens Hospital Center,Queens,14957,174,295
2020-04-16,Elmhurst Hospital,Queens,17035,133,222
2020-04-16,Richmond University Medical Center,Staten Island,17258,86,171
2020-04-16,Staten Island University Hospital,Staten Island,13732,61,185
2020-04-17,Bronx-Lebanon Hospital,Bronx,16062,133,245
2020-04-17,St. Barnabas Hospital,Bronx,18699,117,216
2020-04-17,Montefiore Medical Center,Bronx,18381,200,271
2020-04-17,Brooklyn Methodist Hospital,Brooklyn,14046,220,313
2020-04-17,Kings County Hospital,Brooklyn,12929,156,228
2020-04-17,Maimonides Medical Center,Brooklyn,11943,203,349
2020-04-17,Mount Sinai Hospital,Manhattan,18355,68,161
2020-04-17,NYU Langone Health,Manhattan,19715,68,156
2020-04-17,NewYork-Presbyterian,Manhattan,12318,95,220
2020-04-17,Jamaica Hospital,Queens,19342,168,253
2020-04-17,Queens Hospital Center,Queens,16613,162,246
2020-04-17,Elmhurst Hospital,Queens,12385,272,369
2020-04-17,Richmond University Medical Center,Staten Island,14816,50,133
2020-04-17,Staten Island University Hospital,Staten Island,17148,35,108
2020-04-18,Bronx-Lebanon Hospital,Bronx,18515,135,211
2020-04-18,St. Barnabas Hospital,Bronx,13537,116,256
2020-04-18,Montefiore Medical Center,Bronx,14071,146,285
2020-04-18,Brooklyn Methodist Hospital,Brooklyn,12165,89,158
2020-04-18,Kings County Hospital,Brooklyn,17006,96,218
2020-04-18,Maimonides Medical Center,Brooklyn,13922,116,242
2020-04-18,Mount Sinai Hospital,Manhattan,19295,40,150
2020-04-18,NYU Langone Health,Manhattan,13074,83,141
2020-04-18,NewYork-Presbyterian,Manhattan,11989,67,117
2020-04-18,Jamaica Hospital,Queens,12843,162,292
2020-04-18,Queens Hospital Center,Queens,13524,85,143
2020-04-18,Elmhurst Hospital,Queens,15691,81,171
2020-04-18,Richmond University Medical Center,Staten Island,18028,45,127
2020-04-18,Staten Island University Hospital,Staten Island,12302,77,213
2020-04-19,Bronx-Lebanon Hospital,Bronx,12381,135,222
2020-04-19,St. Barnabas Hospital,Bronx,12280,91,189
2020-04-19,Montefiore Medical Center,Bronx,19641,153,282
2020-04-19,Brooklyn Methodist Hospital,Brooklyn,11689,137,211
2020-04-19,Kings County Hospital,Brooklyn,14788,179,312
2020-04-19,Maimonides Medical Center,Brooklyn,14365,70,123
2020-04-19,Mount Sinai Hospital,Manhattan,16282,80,204
2020-04-19,NYU Langone Health,Manhattan,15532,77,200
2020-04-19,NewYork-Presbyterian,Manhattan,11286,67,202
2020-04-19,Jamaica Hospital,Queens,12787,154,207
2020-04-19,Queens Hospital Center,Queens,15181,149,237
2020-04-19,Elmhurst Hospital,Queens,18299,79,131
2020-04-19,Richmond University Medical Center,Staten Island,11475,60,125
2020-04-19,Staten Island University Hospital,Staten Island,18962,65,214
2020-04-20,Bronx-Lebanon Hospital,Bronx,12412,94,217
2020-04-20,St. Barnabas Hospital,Bronx,12830,188,307
2020-04-20,Montefiore Medical Center,Bronx,12450,253,349
2020-04-20,Brooklyn Methodist Hospital,Brooklyn,17728,201,350
2020-04-20,Kings County Hospital,Brooklyn,11870,248,364
2020-04-20,Maimonides Medical Center,Brooklyn,18406,118,228
2020-04-20,Mount Sinai Hospital,Manhattan,15641,72,171
2020-04-20,NYU Langone Health,Manhattan,14290,92,231
2020-04-20,NewYork-Presbyterian,Manhattan,16189,43,169
2020-04-20,Jamaica Hospital,Queens,11148,184,236
2020-04-20,Queens Hospital Center,Queens,16573,142,221
2020-04-20,Elmhurst Hospital,Queens,19004,170,318
2020-04-20,Richmond University Medical Center,Staten Island,14181,69,189
2020-04-20,Staten Island University Hospital,Staten Island,16016,44,113
2020-04-21,Bronx-Lebanon Hospital,Bronx,19383,84,213
2020-04-21,St. Barnabas Hospital,Bronx,18748,176,297
2020-04-21,Montefiore Medical Center,Bronx,19915,67,121
2020-04-21,Brooklyn Methodist Hospital,Brooklyn,18982,153,222
2020-04-21,Kings County Hospital,Brooklyn,18755,131,190
2020-04-21,Maimonides Medical Center,Brooklyn,14166,219,296
2020-04-21,Mount Sinai Hospital,Manhattan,14118,42,103
2020-04-21,NYU Langone Health,Manhattan,13474,68,129
2020-04-21,NewYork-Presbyterian,Manhattan,12695,88,145
2020-04-21,Jamaica Hospital,Queens,17825,181,256
2020-04-21,Queens Hospital Center,Queens,18114,102,218
2020-04-21,Elmhurst Hospital,Queens,13411,159,295
2020-04-21,Richmond University Medical Center,Staten Island,18022,45,144
2020-04-21,Staten Island University Hospital,Staten Island,17804,68,169
2020-04-22,Bronx-Lebanon Hospital,Bronx,15472,129,187
2020-04-22,St. Barnabas Hospital,Bronx,13239,157,254
2020-04-22,Montefiore Medical Center,Bronx,14899,84,207
2020-04-22,Brooklyn Methodist Hospital,Brooklyn,17576,158,270
2020-04-22,Kings County Hospital,Brooklyn,11850,84,184
2020-04-22,Maimonides Medical Center,Brooklyn,17177,131,188
2020-04-22,Mount Sinai Hospital,Manhattan,14304,55,162
2020-04-22,NYU Langone Health,Manhattan,12203,64,146
2020-04-22,NewYork-Presbyterian,Manhattan,18278,43,133
2020-04-22,Jamaica Hospital,Queens,18045,242,373
2020-04-22,Queens Hospital Center,Queens,14954,268,357
2020-04-22,Elmhurst Hospital,Queens,11507,268,340
2020-04-22,Richmond University Medical Center,Staten Island,15731,82,213
2020-04-22,Staten Island University Hospital,Staten Island,16736,35,98
2020-04-23,Bronx-Lebanon Hospital,Bronx,11125,191,241
2020-04-23,St. Barnabas Hospital,Bronx,19315,107,158
2020-04-23,Montefiore Medical Center,Bronx,14184,88,203
2020-04-23,Brooklyn Methodist Hospital,Brooklyn,18678,202,339
2020-04-23,Kings County Hospital,Brooklyn,15598,133,221
2020-04-23,Maimonides Medical Center,Brooklyn,16063,162,222
2020-04-23,Mount Sinai Hospital,Manhattan,18780,102,207
2020-04-23,NYU Langone Health,Manhattan,19715,81,218
2020-04-23,NewYork-Presbyterian,Manhattan,15732,57,158
2020-04-23,Jamaica Hospital,Queens,18726,173,320
2020-04-23,Queens Hospital Center,Queens,18505,213,331
2020-04-23,Elmhurst Hospital,Queens,11717,178,322
2020-04-23,Richmond University Medical Center,Staten Island,19906,50,153
2020-04-23,Staten Island University Hospital,Staten Island,15383,53,131
2020-04-24,Bronx-Lebanon Hospital,Bronx,11123,144,242
2020-04-24,St. Barnabas Hospital,Bronx,12775,93,175
2020-04-24,Montefiore Medical Center,Bronx,11530,109,159
2020-04-24,Brooklyn Methodist Hospital,Brooklyn,17006,132,238
2020-04-24,Kings County Hospital,Brooklyn,19553,178,264
2020-04-24,Maimonides Medical Center,Brooklyn,13229,95,163
2020-04-24,Mount Sinai Hospital,Manhattan,19273,103,178
2020-04-24,NYU Langone Health,Manhattan,13016,51,135
2020-04-24,NewYork-Presbyterian,Manhattan,18599,91,240
2020-04-24,Jamaica Hospital,Queens,15181,156,294
2020-04-24,Queens Hospital Center,Queens,14584,82,209
2020-04-24,Elmhurst Hospital,Queens,15702,92,232
2020-04-24,Richmond University Medical Center,Staten Island,11609,51,181
2020-04-24,Staten Island University Hospital,Staten Island,12555,32,141
2020-04-25,Bronx-Lebanon Hospital,Bronx,15781,80,179
2020-04-25,St. Barnabas Hospital,Bronx,14014,83,136
